--------------------  ------------------------------
regem-melech          ['Zechariah', '7', '2']
registration          ['Nehemiah', '7', '5']
regrouped             ['2 Samuel', '10', '15']
regulated             ['Nehemiah', '11', '23']
rei                   ['1 Kings', '1', '8']
reign-all             ['1 Kings', '11', '41']
reigning              ['Matthew', '2', '22']
reimburse             ['Luke', '10', '35']
reinforce             ['Jeremiah', '51', '12']
reinforcements        ['Isaiah', '43', '17']
rejection             ['Romans', '11', '15']
rejoice.              ['Jeremiah', '11', '15']
rejoicing-your        ['Numbers', '10', '10']
rejoined              ['Judges', '14', '9']
relating              ['Nehemiah', '11', '24']
relation              ['1 Kings', '10', '1']
relationships         ['Numbers', '30', '16']
relatives-            ['Proverbs', '19', '7']
relatives-all         ['1 Chronicles', '25', '7']
relatives-seventeen   ['1 Chronicles', '26', '30']
relatives-stood       ['2 Chronicles', '5', '12']
releases              ['Leviticus', '16', '26']
relentless            ['Isaiah', '14', '6']
reliance              ['Proverbs', '25', '19']
relies                ['Job', '8', '14']
relieving             ['Judges', '3', '24']
relish                ['Hosea', '4', '8']
reluctantly           ['2 Corinthians', '9', '7']
remain-               ['Isaiah', '22', '18']
remain-the            ['Joshua', '23', '4']
remainder             ['Esther', '9', '16']
remarked              ['Acts', '17', '18']
remarking             ['Luke', '21', '5']
remedies              ['Jeremiah', '46', '11']
remeth                ['Joshua', '19', '21']
reminders             ['2 Peter', '3', '1']
reminding             ['2 Timothy', '2', '14']
remorse               ['Matthew', '27', '3']
removes               ['1 Samuel', '17', '26']
rendering             ['Isaiah', '28', '7']
renegades             ['Judges', '12', '4']
renewing              ['Romans', '12', '2']
renounces             ['Proverbs', '28', '13']
rent                  ['Matthew', '21', '41']
reopened              ['Genesis', '26', '18']
repairer              ['Isaiah', '58', '12']
repayment             ['Luke', '6', '34']
rephael               ['1 Chronicles', '26', '7']
rephah                ['1 Chronicles', '7', '25']
rephan                ['Acts', '7', '43']
replanted             ['Ezekiel', '36', '36']
replica               ['Joshua', '22', '28']
reply-                ['Proverbs', '15', '23']
repointing            ['1 Samuel', '13', '21']
reporting             ['Nehemiah', '6', '19']
reposes               ['Proverbs', '14', '33']
representation        ['Hebrews', '1', '3']
representatives       ['2 Corinthians', '8', '23']
represents            ['Daniel', '8', '20']
reprimanded           ['Jeremiah', '29', '27']
reproached            ['Job', '19', '3']
reproves              ['Amos', '5', '10']
reputed               ['Galatians', '2', '9']
requesting            ['Acts', '16', '39']
requiring             ['Leviticus', '22', '16']
rescuing              ['Exodus', '18', '9']
resembling            ['Revelation', '4', '3']
resen                 ['Genesis', '10', '12']
resent                ['Proverbs', '3', '11']
resentful             ['2 Timothy', '2', '24']
resents               ['Proverbs', '15', '12']
reservoir             ['Isaiah', '22', '11']
reservoirs            ['Ecclesiastes', '2', '6']
reservoirs'-and       ['Exodus', '7', '19']
resheph               ['1 Chronicles', '7', '25']
reside                ['Job', '38', '19']
resists               ['Romans', '9', '19']
resolutely            ['Luke', '9', '51']
resort                ['Numbers', '24', '1']
resorted              ['Joshua', '9', '4']
resources             ['1 Chronicles', '29', '2']
respectable           ['1 Timothy', '3', '2']
respite               ['Job', '20', '20']
responding            ['Nehemiah', '12', '24']
restitution-life      ['Leviticus', '24', '18']
restoration           ['2 Chronicles', '24', '27']
restorer              ['Isaiah', '58', '12']
restrict              ['1 Corinthians', '7', '35']
restricted            ['Jeremiah', '36', '5']
restriction           ['Job', '36', '16']
retaliate             ['1 Peter', '2', '23']
retire                ['Numbers', '8', '25']
retorted              ['John', '7', '47']
retreated             ['2 Samuel', '23', '9']
retreating            ['Jeremiah', '46', '5']
retreats              ['Proverbs', '30', '30']
retrieved             ['Isaiah', '49', '25']
reubenites-dathan     ['Numbers', '16', '1']
reumah                ['Genesis', '22', '24']
reunited              ['Hosea', '1', '11']
reveled               ['Nehemiah', '9', '25']
reverse               ['Isaiah', '43', '13']
reversed              ['Ezekiel', '7', '13']
review                ['Isaiah', '43', '26']
reviled               ['Psalms', '74', '18']
reviles               ['Psalms', '10', '3']
reviving              ['Psalms', '19', '7']
revoke                ['Psalms', '132', '11']
revoking              ['Zechariah', '11', '10']
revolutions           ['Luke', '21', '9']
reward.               ['Genesis', '15', '1']
rewarding             ['Revelation', '11', '18']
rhegium               ['Acts', '28', '13']
rhesa                 ['Luke', '3', '27']
rhoda                 ['Acts', '12', '13']
rib                   ['Genesis', '2', '22']
ribbon                ['Song of Solomon', '4', '3']
rich-both             ['Proverbs', '22', '16']
richer                ['Daniel', '11', '2']
richness              ['Genesis', '27', '39']
richness-             ['Genesis', '27', '28']
ridge                 ['Genesis', '48', '22']
ridges                ['Psalms', '65', '10']
rifts                 ['Jeremiah', '2', '6']
right-                ['Ezekiel', '33', '14']
right-handed          ['1 Chronicles', '12', '2']
righteousness-        ['Isaiah', '48', '1']
rightful              ['Job', '8', '6']
rightfully            ['Ezekiel', '21', '27']
rigid                 ['Mark', '9', '18']
rimmon-a              ['Joshua', '15', '32']
rimmono               ['1 Chronicles', '6', '77']
ring-for              ['Esther', '8', '8']
ringed                ['Job', '41', '14']
ringleader            ['Acts', '24', '5']
rinnah                ['1 Chronicles', '4', '20']
rinsing               ['Leviticus', '15', '11']
rioters               ['Acts', '21', '32']
rioting               ['Acts', '19', '40']
ripening              ['Isaiah', '18', '5']
ripens                ['Hosea', '2', '9']
risking               ['Philippians', '2', '30']
rites                 ['Acts', '21', '24']
rivalry               ['Philippians', '1', '15']
riverbank             ['Genesis', '41', '3']
rivers-               ['Isaiah', '18', '7']
rizia                 ['1 Chronicles', '7', '39']
roads-the             ['Judges', '20', '31']
roared-               ['Amos', '3', '8']
roasts                ['Isaiah', '44', '16']
robber                ['John', '10', '1']
robe-                 ['Song of Solomon', '5', '3']
robe-the              ['Genesis', '37', '23']
rod-will              ['Leviticus', '27', '32']
rodents               ['Isaiah', '2', '20']
roe                   ['Deuteronomy', '14', '5']
roebucks              ['1 Kings', '4', '23']
rohgah                ['1 Chronicles', '7', '34']
roofed                ['1 Kings', '7', '3']
roost                 ['Zephaniah', '2', '14']
ropes-and             ['Numbers', '3', '26']
rosh                  ['Genesis', '46', '21']
rots                  ['Proverbs', '14', '30']
rotted                ['James', '5', '2']
roughs                ['Isaiah', '44', '13']
roundabout            ['2 Kings', '3', '9']
rouses                ['Isaiah', '14', '9']
routes                ['Job', '6', '18']
routing               ['Judges', '8', '12']
routs                 ['Joshua', '23', '10']
roving                ['Ecclesiastes', '6', '9']
rowed                 ['John', '6', '19']
royalty               ['Daniel', '11', '21']
rub                   ['Luke', '6', '1']
rubbish               ['Philippians', '3', '8']
rubble-burned         ['Nehemiah', '4', '2']
rudder                ['James', '3', '4']
rudders               ['Acts', '27', '40']
rude                  ['1 Corinthians', '13', '5']
rue                   ['Luke', '11', '42']
ruining               ['Titus', '1', '11']
ruins-who             ['Nahum', '3', '7']
rulers-the            ['1 Samuel', '6', '18']
rumah                 ['2 Kings', '23', '36']
rumble                ['Jeremiah', '47', '3']
runner                ['Job', '9', '25']
runners               ['1 Corinthians', '9', '24']
rural                 ['Esther', '9', '19']
ruse                  ['Joshua', '9', '4']
sabbath-a             ['2 Kings', '11', '5']
sabbath-rest          ['Hebrews', '4', '9']
sabbath.it            ['2 Kings', '4', '23']
sabbaths-at           ['Ezekiel', '45', '17']
sabeans-              ['Isaiah', '45', '14']
sabta                 ['1 Chronicles', '1', '9']
sabtah                ['Genesis', '10', '7']
sachet                ['Song of Solomon', '1', '13']
sacked                ['2 Kings', '15', '16']
sacrifices-           ['Isaiah', '1', '11']
saddened              ['Mark', '14', '19']
saddlebags            ['Genesis', '49', '14']
sadness               ['Nehemiah', '2', '2']
safe-conduct          ['Nehemiah', '2', '7']
safeguard             ['Philippians', '3', '1']
saffron               ['Song of Solomon', '4', '14']
sag                   ['Ecclesiastes', '10', '18']
sahadutha             ['Genesis', '31', '47']
sail-they             ['1 Kings', '22', '48']
saints-               ['Psalms', '85', '8']
sakes                 ['2 Corinthians', '8', '9']
sakia                 ['1 Chronicles', '8', '10']
salamis               ['Acts', '13', '5']
salecah-              ['Joshua', '13', '11']
sales                 ['Acts', '4', '34']
salim                 ['John', '3', '23']
sallai-928            ['Nehemiah', '11', '8']
salmone               ['Acts', '27', '7']
salu                  ['Numbers', '25', '14']
salvation-            ['Psalms', '27', '1']
salve                 ['Revelation', '3', '18']
samgar                ['Jeremiah', '39', '3']
samos                 ['Acts', '20', '15']
samothrace            ['Acts', '16', '11']
sample                ['Proverbs', '23', '30']
sampled               ['Joshua', '9', '14']
samuel-heads          ['1 Chronicles', '7', '2']
sanctuary-            ['Lamentations', '1', '10']
sanctuary-both        ['Exodus', '35', '19']
sanctuary-the         ['Ezekiel', '24', '21']
sandaled              ['Song of Solomon', '7', '1']
sandbar               ['Acts', '27', '41']
sandbars              ['Acts', '27', '17']
sandy                 ['Acts', '27', '39']
sank-                 ['Numbers', '21', '18']
sannah                ['Joshua', '15', '49']
sansannah             ['Joshua', '15', '31']
saph                  ['2 Samuel', '21', '18']
sapphira              ['Acts', '5', '1']
saraph                ['1 Chronicles', '4', '22']
sardonyx              ['Revelation', '21', '20']
sargon                ['Isaiah', '20', '1']
sated                 ['Lamentations', '3', '15']
saul-no               ['2 Samuel', '1', '21']
saul-the              ['2 Samuel', '21', '6']
savior-               ['2 Samuel', '22', '3']
sawed                 ['Hebrews', '11', '37']
say-appointed         ['Daniel', '5', '11']
say.i                 ['2 Samuel', '20', '17']
say.then              ['Genesis', '24', '33']
says'-when            ['Ezekiel', '22', '28']
scabs                 ['Job', '7', '5']
scales-whether        ['Leviticus', '11', '10']
scalp                 ['Leviticus', '13', '41']
scalps                ['Isaiah', '3', '17']
scarcer               ['Isaiah', '13', '12']
scarecrow             ['Jeremiah', '10', '5']
scattered-with        ['Ezekiel', '20', '34']
scene                 ['Mark', '9', '25']
scepters              ['Numbers', '21', '18']
sceva                 ['Acts', '19', '14']
schemer               ['Proverbs', '24', '8']
scholar               ['1 Corinthians', '1', '20']
scoffed               ['2 Chronicles', '36', '16']
scoffing              ['2 Peter', '3', '3']
scoop                 ['Proverbs', '6', '27']
scooped               ['Judges', '14', '9']
scooping              ['Isaiah', '30', '14']
scoops                ['Psalms', '7', '15']
scorch                ['Revelation', '16', '8']
scornfully            ['Job', '34', '37']
scorning              ['Hebrews', '12', '2']
scoured               ['Leviticus', '6', '28']
scrape                ['Ezekiel', '26', '4']
screams               ['Luke', '9', '39']
sculptured            ['2 Chronicles', '3', '10']
scythian              ['Colossians', '3', '11']
sea-                  ['Psalms', '93', '4']
sea-to                ['1 Kings', '9', '27']
seafarers             ['Isaiah', '23', '2']
sealing               ['Deuteronomy', '29', '12']
seamless              ['John', '19', '23']
seams                 ['Ezekiel', '27', '9']
searing               ['Psalms', '38', '7']
seas-                 ['Job', '6', '3']
seashore-be           ['2 Samuel', '17', '11']
seasoned              ['Colossians', '4', '6']
seaweed               ['Jonah', '2', '5']
sebam                 ['Numbers', '32', '3']
secacah               ['Joshua', '15', '61']
seclusion             ['Luke', '1', '24']
second-in-command     ['Genesis', '41', '43']
secu                  ['1 Samuel', '19', '22']
secundus              ['Acts', '20', '4']
secure-               ['Job', '12', '6']
secures               ['Psalms', '140', '12']
sedition              ['Ezra', '4', '19']
seduce                ['2 Peter', '2', '14']
seduced               ['Proverbs', '7', '21']
seduces               ['Exodus', '22', '16']
see-                  ['Proverbs', '20', '12']
seedtime              ['Genesis', '8', '22']
seen-                 ['Jeremiah', '13', '26']
seirah                ['Judges', '3', '26']
seleucia              ['Acts', '13', '4']
self-abasement        ['Ezra', '9', '5']
self-condemned        ['Titus', '3', '11']
self-confidence       ['Nehemiah', '6', '16']
self-confident        ['2 Corinthians', '11', '17']
self-discipline       ['2 Timothy', '1', '7']
self-imposed          ['Colossians', '2', '23']
sellers               ['Nehemiah', '13', '20']
selves                ['Romans', '6', '19']
semakiah              ['1 Chronicles', '26', '7']
semein                ['Luke', '3', '26']
seneh                 ['1 Samuel', '14', '4']
sensed                ['Acts', '27', '27']
senseless-            ['Hosea', '7', '11']
sensitivity           ['Ephesians', '4', '19']
sensuality            ['Ephesians', '4', '19']
sentries              ['Acts', '12', '6']
seorim                ['1 Chronicles', '24', '8']
sephar                ['Genesis', '10', '30']
sepharad              ['Obadiah', '1', '20']
sepharvites           ['2 Kings', '17', '31']
seredite              ['Numbers', '26', '26']
sergius               ['Acts', '13', '7']
seriousness           ['Titus', '2', '7']
servant-and           ['Jeremiah', '33', '21']
servant-though        ['Ruth', '2', '13']
servant.very          ['Genesis', '18', '5']
servants-a            ['Ezra', '8', '20']
servants-me           ['Judges', '19', '19']
service-able-bodied   ['1 Chronicles', '5', '18']
servitude             ['Genesis', '47', '21']
sethur                ['Numbers', '13', '13']
settlements-sixty     ['1 Chronicles', '2', '23']
sevenfold             ['Proverbs', '6', '31']
severed               ['Ecclesiastes', '12', '6']
sew                   ['Ezekiel', '13', '18']
shaalabbin            ['Joshua', '19', '42']
shaalim               ['1 Samuel', '9', '4']
shaashgaz             ['Esther', '2', '14']
shabby                ['James', '2', '2']
shagee                ['1 Chronicles', '11', '34']
shaggy                ['Daniel', '8', '21']
shahar                ['Joshua', '13', '19']
shaharaim             ['1 Chronicles', '8', '8']
shahazumah            ['Joshua', '19', '22']
shalisha              ['1 Samuel', '9', '4']
shalishah             ['2 Kings', '4', '42']
shalleketh            ['1 Chronicles', '26', '16']
shallun               ['Nehemiah', '3', '15']
shalman               ['Hosea', '10', '14']
shama                 ['1 Chronicles', '11', '44']
shame-the             ['Daniel', '9', '7']
shameless             ['Jeremiah', '13', '27']
shamelessly           ['Job', '19', '3']
shamhuth              ['1 Chronicles', '27', '8']
shaming               ['Habakkuk', '2', '10']
shamma                ['1 Chronicles', '7', '37']
shammoth              ['1 Chronicles', '11', '27']
shamsherai            ['1 Chronicles', '8', '26']
shapham               ['1 Chronicles', '5', '12']
shaphat-six           ['1 Chronicles', '3', '22']
shaphir               ['Micah', '1', '11']
sharai                ['Ezra', '10', '40']
sharar                ['2 Samuel', '23', '33']
sharers               ['Ephesians', '3', '6']
sharonite             ['1 Chronicles', '27', '29']
sharper               ['Hebrews', '4', '12']
sharuhen-thirteen     ['Joshua', '19', '6']
shashai               ['Ezra', '10', '40']
shattering            ['Daniel', '8', '7']
shaulite              ['Numbers', '26', '13']
shavsha               ['1 Chronicles', '18', '16']
shawl                 ['Ruth', '3', '15']
shawls                ['Isaiah', '3', '23']
she-camel             ['Jeremiah', '2', '23']
sheal                 ['Ezra', '10', '29']
shear-jashub          ['Isaiah', '7', '3']
sheared               ['Isaiah', '22', '25']
shearer               ['Acts', '8', '32']
sheathed              ['Psalms', '68', '13']
shebat                ['Zechariah', '1', '7']
sheber                ['1 Chronicles', '2', '48']
shechemite            ['Numbers', '26', '31']
sheep-he              ['Exodus', '22', '4']
sheep-shearing        ['1 Samuel', '25', '7']
sheepshearers         ['2 Samuel', '13', '23']
sheepskins            ['Hebrews', '11', '37']
sheer                 ['Isaiah', '28', '19']
shehariah             ['1 Chronicles', '8', '26']
shekel-               ['Exodus', '38', '25']
shekel-and            ['Exodus', '30', '24']
shelanite             ['Numbers', '26', '20']
shelesh               ['1 Chronicles', '7', '35']
shelomi               ['Numbers', '34', '27']
shelter-              ['Isaiah', '58', '7']
sheltered             ['Zephaniah', '2', '3']
shemaah               ['1 Chronicles', '12', '3']
shemeber              ['Genesis', '14', '2']
shemed                ['1 Chronicles', '8', '12']
shemidaite            ['Numbers', '26', '32']
sheminith             ['1 Chronicles', '15', '21']
shemuel               ['Numbers', '34', '20']
shen                  ['1 Samuel', '7', '12']
shenazzar             ['1 Chronicles', '3', '18']
shepherded            ['Psalms', '78', '72']
shepherdess           ['Genesis', '29', '9']
shephuphan            ['1 Chronicles', '8', '5']
sheresh               ['1 Chronicles', '7', '16']
sheth                 ['Numbers', '24', '17']
shethar               ['Esther', '1', '14']
shibah                ['Genesis', '26', '33']
shifting              ['James', '1', '17']
shiftless             ['Proverbs', '19', '15']
shifts                ['1 Kings', '5', '14']
shigionoth            ['Habakkuk', '3', '1']
shikkeron             ['Joshua', '15', '11']
shilhim               ['Joshua', '15', '32']
shillemite            ['Numbers', '26', '49']
shiloah               ['Isaiah', '8', '6']
shilonite-            ['1 Kings', '15', '29']
shilonites            ['1 Chronicles', '9', '5']
shilshah              ['1 Chronicles', '7', '37']
shimeam               ['1 Chronicles', '9', '38']
shimeathites          ['1 Chronicles', '2', '55']
shimei-four           ['1 Chronicles', '23', '10']
shimeites             ['Numbers', '3', '21']
shimeon               ['Ezra', '10', '31']
shimmering            ['Isaiah', '18', '4']
shimon                ['1 Chronicles', '4', '20']
shimrath              ['1 Chronicles', '8', '21']
shimrith              ['2 Chronicles', '24', '26']
shimron-four          ['1 Chronicles', '7', '1']
shimronite            ['Numbers', '26', '24']
shinab                ['Genesis', '14', '2']
shion                 ['Joshua', '19', '19']
shiphi                ['1 Chronicles', '4', '37']
shiphmite             ['1 Chronicles', '27', '27']
shiphrah              ['Exodus', '1', '15']
shiphtan              ['Numbers', '34', '24']
shipwreck             ['Ezekiel', '27', '27']
shisha-secretaries    ['1 Kings', '4', '3']
shitrai               ['1 Chronicles', '27', '29']
shittah               ['Judges', '7', '22']
shiza                 ['1 Chronicles', '11', '42']
shoa                  ['Ezekiel', '23', '23']
shobek                ['Nehemiah', '10', '24']
shobi                 ['2 Samuel', '17', '27']
shocked               ['Ezekiel', '16', '27']
shocking              ['Jeremiah', '5', '30']
shoham                ['1 Chronicles', '24', '27']
shophan               ['Numbers', '32', '35']
shorelands            ['Ezekiel', '27', '28']
shorn                 ['Song of Solomon', '4', '2']
shortcomings          ['Genesis', '41', '9']
shorter               ['Exodus', '13', '17']
shove                 ['Ezekiel', '34', '21']
shovel                ['Isaiah', '30', '24']
showering             ['2 Samuel', '16', '13']
shriek                ['Mark', '1', '26']
shrieked              ['Mark', '9', '26']
shrieks               ['Acts', '8', '7']
shrinks               ['Hebrews', '10', '38']
shrub                 ['Genesis', '2', '5']
shuhah                ['1 Chronicles', '4', '11']
shuham                ['Numbers', '26', '42']
shumathites           ['1 Chronicles', '2', '53']
shunite               ['Numbers', '26', '15']
shupham               ['Numbers', '26', '39']
shuphamite            ['Numbers', '26', '39']
shuppim               ['1 Chronicles', '26', '16']
shuthelahite          ['Numbers', '26', '35']
shuttle               ['Job', '7', '6']
shy                   ['Job', '39', '22']
sia                   ['Nehemiah', '7', '47']
siaha                 ['Ezra', '2', '44']
sibboleth             ['Judges', '12', '6']
sibraim               ['Ezekiel', '47', '16']
sickbed               ['Psalms', '41', '3']
sickles               ['1 Samuel', '13', '20']
side-its              ['Ezekiel', '40', '21']
sidewalls             ['Ezekiel', '41', '26']
siding                ['Exodus', '23', '2']
siegeworks            ['Ecclesiastes', '9', '14']
sigh                  ['Mark', '7', '34']
sighed                ['Mark', '8', '12']
sight-why             ['Exodus', '3', '3']
sighting              ['Acts', '21', '3']
sightless             ['Isaiah', '29', '9']
signaled              ['Luke', '5', '7']
signaling             ['Numbers', '31', '6']
signals               ['Proverbs', '6', '13']
signpost              ['Ezekiel', '21', '19']
sihon-who             ['Joshua', '13', '21']
silences              ['Job', '12', '20']
silk                  ['Revelation', '18', '12']
silla                 ['2 Kings', '12', '20']
silver-the            ['Genesis', '43', '21']
simeonite             ['Numbers', '25', '14']
simplehearted         ['Psalms', '116', '6']
sin-                  ['Job', '10', '6']
sin-but               ['Exodus', '32', '32']
sin-even              ['2 Kings', '23', '15']
sin-one               ['Leviticus', '5', '7']
sinfulness            ['Psalms', '36', '1']
singed                ['Daniel', '3', '27']
singer                ['2 Samuel', '23', '1']
singled               ['1 Kings', '8', '53']
singleness            ['Jeremiah', '32', '39']
sinking               ['Acts', '20', '9']
sins-and              ['Leviticus', '16', '21']
siphmoth              ['1 Samuel', '30', '28']
sippai                ['1 Chronicles', '20', '4']
sirah                 ['2 Samuel', '3', '26']
sirs                  ['Acts', '16', '30']
sister-in-law         ['Ruth', '1', '15']
sistrums              ['2 Samuel', '6', '5']
sithri                ['Exodus', '6', '22']
sitnah                ['Genesis', '26', '21']
situations            ['2 Timothy', '4', '5']
sivan                 ['Esther', '8', '9']
sixty-eight           ['1 Chronicles', '16', '38']
sixty-five            ['Isaiah', '7', '8']
siyon                 ['Deuteronomy', '4', '48']
sketch                ['2 Kings', '16', '10']
skills                ['Deuteronomy', '33', '11']
skim                  ['Job', '9', '26']
skimping              ['Amos', '8', '5']
skink                 ['Leviticus', '11', '30']
skinned               ['2 Chronicles', '35', '11']
skip                  ['Psalms', '29', '6']
skirted               ['Judges', '11', '18']
slack                 ['Proverbs', '18', '9']
slandering            ['James', '2', '7']
slanderously          ['Romans', '3', '8']
slaps                 ['2 Corinthians', '11', '20']
slash                 ['Ezekiel', '21', '16']
slaughter-            ['Ezekiel', '21', '14']
slaughters            ['Exodus', '22', '1']
slaves-we             ['Genesis', '44', '16']
slaving               ['Luke', '15', '29']
slays                 ['Job', '5', '2']
sleeper               ['Ephesians', '5', '14']
sleepless             ['2 Corinthians', '6', '5']
sleepy                ['Luke', '9', '32']
sleet                 ['Psalms', '78', '47']
slew                  ['Psalms', '78', '34']
slightest             ['Jude', '1', '12']
slime                 ['Job', '9', '31']
slimy                 ['Psalms', '40', '2']
slings                ['2 Kings', '3', '25']
slip-                 ['Psalms', '121', '3']
slips                 ['Psalms', '38', '16']
slowly                ['Genesis', '33', '14']
slowness              ['2 Peter', '3', '9']
slug                  ['Psalms', '58', '8']
slumbers              ['Isaiah', '5', '27']
slumped               ['2 Kings', '9', '24']
slur                  ['Psalms', '15', '3']
smashes               ['Daniel', '2', '40']
smear                 ['Job', '13', '4']
smeared               ['Psalms', '119', '69']
smelted               ['Job', '28', '2']
smiled                ['Job', '29', '24']
smite                 ['Deuteronomy', '33', '11']
smitten               ['Isaiah', '53', '4']
smoking               ['Genesis', '15', '17']
smolders              ['Hosea', '7', '6']
smoother              ['Proverbs', '5', '3']
smoothly              ['Proverbs', '23', '31']
smooths               ['Isaiah', '41', '7']
snaps                 ['Judges', '16', '9']
sneer                 ['Isaiah', '57', '4']
sneering              ['Luke', '16', '14']
sneers                ['Psalms', '10', '5']
sneezed               ['2 Kings', '4', '35']
sniff                 ['Malachi', '1', '13']
sniffing              ['Jeremiah', '2', '24']
snorts                ['Job', '39', '25']
snout                 ['Proverbs', '11', '22']
snows                 ['Proverbs', '31', '21']
so-                   ['1 Samuel', '9', '27']
sob                   ['Genesis', '21', '16']
sobbing               ['Judges', '14', '16']
sodi                  ['Numbers', '13', '10']
sodom-both            ['Genesis', '19', '4']
soften                ['Psalms', '65', '10']
soiled                ['Revelation', '3', '4']
solomon-he            ['1 Kings', '2', '17']
solved                ['Judges', '14', '18']
somber                ['Matthew', '6', '16']
somewhat              ['2 Corinthians', '10', '8']
son-and               ['1 Kings', '3', '21']
son-both              ['Ezekiel', '18', '4']
son.here              ['Genesis', '27', '1']
sons-                 ['Ruth', '1', '12']
sons-and              ['1 Chronicles', '28', '5']
sons-only             ['1 Chronicles', '2', '34']
sons-the              ['Jeremiah', '35', '3']
sonship               ['Romans', '8', '15']
soothed               ['Isaiah', '1', '6']
soothes               ['Proverbs', '21', '14']
soothing              ['Psalms', '55', '21']
soothsayer            ['Isaiah', '3', '2']
soothsayers           ['Judges', '9', '37']
sopater               ['Acts', '20', '4']
sophereth             ['Nehemiah', '7', '57']
sorek                 ['Judges', '16', '4']
sosipater             ['Romans', '16', '21']
soul-                 ['Deuteronomy', '11', '13']
sound-may             ['Ezekiel', '3', '12']
soundness-            ['Isaiah', '1', '6']
southernmost          ['Joshua', '15', '21']
southwest             ['Acts', '27', '12']
sowing                ['Isaiah', '32', '20']
sparkle               ['Zechariah', '9', '16']
sparkles              ['Proverbs', '23', '31']
speak-now             ['Job', '33', '14']
spear-6,800           ['1 Chronicles', '12', '24']
spearhead             ['2 Samuel', '21', '16']
spearmen              ['Acts', '23', '23']
specific              ['Numbers', '4', '32']
specify               ['1 Kings', '5', '9']
specifying            ['Acts', '25', '27']
sped                  ['Ezekiel', '1', '14']
speeds                ['Isaiah', '16', '5']
spell                 ['Revelation', '18', '23']
spice-laden           ['Song of Solomon', '8', '14']
spiced                ['Song of Solomon', '8', '2']
spices-gum            ['Exodus', '30', '34']
spills                ['Job', '16', '13']
spindle               ['Proverbs', '31', '19']
spirit-               ['Isaiah', '54', '6']
spits                 ['Leviticus', '15', '8']
spitting              ['Isaiah', '50', '6']
splint                ['Ezekiel', '30', '21']
splits                ['Ecclesiastes', '10', '9']
spoken-               ['Amos', '3', '8']
spokes                ['1 Kings', '7', '33']
spokesman             ['Jeremiah', '15', '19']
spokesmen             ['Isaiah', '43', '27']
spontaneous           ['Philemon', '1', '14']
sprig                 ['Ezekiel', '17', '22']
springing             ['Deuteronomy', '33', '22']
springtime            ['Zechariah', '10', '1']
sprouted-thin         ['Genesis', '41', '6']
sprouted-withered     ['Genesis', '41', '23']
sprouts               ['Mark', '4', '27']
sprung                ['Genesis', '2', '5']
spun-blue             ['Exodus', '35', '25']
spur                  ['Hebrews', '10', '24']
spurn                 ['Job', '10', '3']
spurns                ['Proverbs', '15', '5']
spurs                 ['Isaiah', '41', '7']
squads                ['Acts', '12', '4']
squanders             ['Proverbs', '29', '3']
stab                  ['Zechariah', '13', '3']
stability             ['Proverbs', '29', '4']
stachys               ['Romans', '16', '9']
stake                 ['Job', '6', '29']
stall-fed             ['1 Kings', '4', '23']
stammering            ['Isaiah', '32', '4']
stamp                 ['Ezekiel', '6', '11']
stamped               ['Ezekiel', '25', '6']
stand-mine            ['Jeremiah', '44', '28']
stands-in             ['Daniel', '6', '12']
standstill            ['Ezra', '4', '24']
stares                ['Psalms', '55', '3']
stargazers            ['Isaiah', '47', '13']
stars-all             ['Deuteronomy', '4', '19']
stars-if              ['Genesis', '15', '5']
startle               ['Job', '18', '11']
statements            ['Mark', '14', '56']
statue-an             ['Daniel', '2', '31']
stead                 ['Isaiah', '43', '3']
steadfastly           ['2 Chronicles', '27', '6']
steeped               ['John', '9', '34']
steered               ['James', '3', '4']
stern-faced           ['Daniel', '8', '23']
stewards              ['Esther', '1', '8']
sticking              ['Ezekiel', '29', '4']
stifling              ['Amos', '1', '11']
stimulate             ['2 Peter', '3', '1']
stinging              ['Ezekiel', '5', '15']
stings                ['Revelation', '9', '10']
stoic                 ['Acts', '17', '18']
stone-                ['Exodus', '15', '16']
stool                 ['Exodus', '1', '16']
stooped               ['John', '8', '8']
stouthearted          ['Psalms', '138', '3']
straggler             ['Isaiah', '14', '31']
strangling            ['Job', '7', '15']
strap                 ['Exodus', '32', '27']
straps                ['Jeremiah', '27', '2']
straying              ['Deuteronomy', '22', '1']
streaming             ['Song of Solomon', '4', '15']
strength-             ['Isaiah', '49', '5']
strengthens           ['Psalms', '147', '13']
strictest             ['Acts', '26', '5']
stride                ['Proverbs', '30', '29']
striding              ['Isaiah', '63', '1']
stripes               ['Genesis', '30', '37']
striving              ['Ecclesiastes', '2', '22']
strode                ['Habakkuk', '3', '12']
structures            ['1 Kings', '7', '9']
struggles             ['Psalms', '73', '4']
strum                 ['Amos', '6', '5']
strut                 ['Psalms', '12', '8']
strutting             ['Proverbs', '30', '31']
stubborn-hearted      ['Isaiah', '46', '12']
stubs                 ['Isaiah', '7', '4']
studded               ['Song of Solomon', '1', '11']
studied               ['John', '7', '15']
stumps                ['Isaiah', '6', '13']
stunted               ['Leviticus', '22', '23']
stupidity             ['Ecclesiastes', '7', '25']
sturdiest             ['Psalms', '78', '31']
sturdy                ['Isaiah', '10', '16']
suah                  ['1 Chronicles', '7', '36']
subdivision           ['2 Chronicles', '35', '5']
subdivisions          ['2 Chronicles', '35', '12']
subduing              ['Job', '41', '9']
